mut;scramble;p;1000;m;0.01;c;0.8;tl;120
81561.60;2287
4432.01;2234
68334.30;2287
28498.10;2287
12822.60;2241
7449.30;2287
15620.50;2241
10426.10;2234
48213.20;2287
9168.01;2241
mut;scramble;p;10000;m;0.01;c;0.8;tl;120
4928.21;2218
1542.91;2241
1202.57;2217
1220.55;2289
1088.52;2234
895.69;2241
12646.80;2181
58668.20;2265
1246.19;2234
46916.00;2202
mut;scramble;p;100000;m;0.01;c;0.8;tl;120
12791.80;2202
20325.60;2176
97396.20;2164
11006.00;2217
15547.90;2218
33415.00;2173
11212.70;2183
10115.70;2183
8813.49;2234
37586.10;2145
