403;inverse;1000
543;3520
655;3518
737;3516
786;3507
850;3505
1837;3503
1883;3494
2268;3488
2470;3487
3146;3471
3322;3470
4749;3461
16254;3460
18550;3459
26919;3454
31766;3448
38316;3447
49937;3446
71682;3436
86870;3434
92943;3432
92989;3430
93229;3423
106842;3419
108701;3418
110523;3417
126432;3408
147379;3407
147443;3392
147562;3391
147892;3380
148211;3378
148841;3369
167980;3365
189754;3363
189988;3359
190040;3357
191017;3354
223336;3350
224872;3347
227933;3346
240533;3344
249748;3335
250827;3334
261431;3331
272750;3326
283059;3319
290825;3318
292712;3317
306908;3315
312997;3310
