403;scramble;2
32289;3513
37512;3511
44858;3507
47249;3504
59417;3500
61852;3486
78549;3475
84538;3473
87081;3469
92126;3463
94632;3457
99762;3441
102339;3432
109959;3420
115035;3416
117652;3415
122780;3399
125397;3390
130549;3371
133199;3360
146281;3343
154183;3340
156834;3332
162128;3318
164805;3307
170211;3305
172911;3293
178251;3284
181060;3278
186617;3271
189393;3268
194929;3266
197803;3255
203401;3248
206212;3244
211698;3229
214481;3227
220004;3219
228422;3204
231296;3197
236998;3195
239871;3193
245457;3177
248331;3173
253811;3167
256582;3161
262070;3158
264825;3147
270394;3142
278511;3140
281236;3131
289420;3129
294834;3122
297568;3115
302948;3111
305684;3110
311119;3104
319477;3096
327605;3083
338272;3081
343703;3080
347281;3076
356784;3071
