403;scramble;100000
27556;3517
33369;3508
44115;3497
49560;3490
51481;3482
55206;3478
57218;3470
60813;3461
62832;3455
66569;3449
68617;3440
72346;3430
74496;3426
78383;3417
80413;3408
84376;3406
86613;3390
90858;3384
93310;3373
97488;3370
99872;3361
103967;3352
106173;3341
110449;3329
112740;3323
116979;3316
119306;3312
123560;3302
125889;3296
130220;3283
132682;3280
136842;3260
143241;3259
145485;3248
149631;3246
151917;3234
156287;3230
158644;3222
162969;3209
165321;3207
169692;3201
171988;3198
176147;3192
178510;3181
182831;3177
189637;3168
191989;3160
198786;3149
203033;3143
209624;3135
211942;3126
216354;3119
218742;3117
223294;3116
225545;3099
231782;3098
235756;3097
237929;3087
244345;3073
250712;3071
254935;3061
261030;3055
267290;3043
275822;3041
279978;3034
282209;3033
286286;3031
288527;3028
292642;3023
294850;3017
301178;3015
305299;3014
307475;3010
311366;3006
313470;3000
319551;2995
323524;2992
325803;2987
336838;2984
347697;2982
354119;2979
