403;inverse;0
33272;3509
40448;3503
45814;3501
49319;3497
51214;3494
54677;3482
56570;3480
60055;3472
61977;3459
67515;3435
73164;3432
76801;3424
78821;3405
84572;3401
88311;3398
90396;3381
94228;3375
96363;3363
100272;3359
102382;3353
106277;3344
108450;3331
114702;3314
118713;3310
120958;3308
125132;3299
127365;3288
131533;3286
133777;3279
137844;3271
140189;3262
144686;3249
147288;3244
151792;3231
158719;3224
160915;3223
164913;3217
167170;3204
173345;3200
177575;3195
180039;3185
184419;3184
186687;3170
190901;3165
193184;3162
197512;3160
199809;3154
204099;3143
206477;3137
210720;3131
213145;3127
219603;3124
223469;3119
228392;3114
230703;3112
234555;3106
236684;3105
240600;3104
242739;3098
246545;3090
252749;3087
254887;3086
258719;3069
267292;3060
271578;3058
278128;3057
285691;3049
292693;3043
298978;3039
301090;3035
304975;3024
323529;3019
325656;3018
329446;3011
331502;3009
335378;3008
341514;3004
343770;3001
347574;2998
349666;2992
353590;2989
359825;2987
