403;inverse;100000
14467;3513
32598;3507
39579;3502
42934;3499
44953;3494
48452;3493
50361;3484
53847;3478
55692;3465
60923;3455
64449;3441
66454;3433
70185;3417
72205;3416
75802;3410
77804;3395
81513;3389
83541;3381
87282;3363
89352;3357
93250;3351
95420;3343
99184;3330
101291;3323
105164;3310
111074;3303
113187;3298
117037;3285
119222;3276
123061;3270
125299;3258
129322;3253
131491;3236
137603;3226
143651;3216
147555;3211
149853;3203
153851;3199
156155;3195
160239;3186
162462;3176
166483;3167
172816;3162
175054;3156
179085;3150
181300;3146
185401;3134
187641;3126
197832;3118
200059;3115
203999;3109
206183;3101
210138;3088
222248;3087
224471;3080
228433;3079
230637;3070
234688;3069
236872;3062
240813;3057
242978;3056
246912;3051
249091;3049
252992;3044
259079;3037
261224;3036
265198;3033
267346;3030
271270;3029
273440;3022
277373;3021
279539;3019
283502;3015
289603;3008
295760;3003
297934;3002
301882;2995
308027;2990
310197;2981
314138;2980
316307;2975
320240;2974
322396;2971
326377;2969
328564;2965
334549;2961
338430;2958
344480;2956
346602;2953
356432;2948
