403;inverse;2
21003;3514
31638;3512
37828;3510
41683;3507
49563;3500
53475;3499
55571;3491
61832;3487
65894;3472
68059;3464
72173;3459
74384;3457
78500;3445
84879;3433
87036;3424
91148;3421
93370;3412
97580;3405
99796;3403
104125;3400
106407;3385
110627;3372
112953;3366
117187;3361
119486;3347
126148;3341
130544;3335
132938;3325
137284;3315
139605;3308
144385;3297
147366;3294
156558;3280
161441;3277
164120;3266
170921;3265
178097;3254
180631;3241
192778;3231
199641;3220
209358;3207
213887;3200
221019;3199
223642;3191
228935;3188
236340;3182
238852;3177
246044;3171
251974;3170
255217;3164
263375;3158
268736;3152
271555;3151
279509;3140
286845;3137
291517;3128
298828;3121
301483;3119
306552;3117
309353;3111
316883;3101
324086;3095
331324;3093
336011;3083
342997;3075
350030;3072
352519;3066
359623;3059
