mut;inverse;p;1000;m;0.01;c;0.8;tl;240
48925.9;3824
238291;3822
185043;3856
20036.5;3861
2681.4;3901
mut;inverse;p;10000;m;0.01;c;0.8;tl;240
2063.67;3810
50967.2;3844
227672;3810
5479.38;3921
3410.38;3848
mut;inverse;p;100000;m;0.01;c;0.8;tl;240
17516.2;3810
24054;3785
17483;3771
18775.1;3824
15895.3;3771
